mcode_county,SSP119_2025,SSP119_2030,SSP119_2035,SSP119_2040,SSP119_2045,SSP119_2050,SSP119_2055,SSP119_2060
110101,50.01884896069357,35.88954877330832,30.087092073486275,25.92802667405508,24.15235539103208,22.529163827961437,21.021694167019568,18.25584750077496
110102,48.2052083277539,34.628390860802504,29.02861642265973,25.000316980440324,23.253226378478413,21.64948643939952,20.160883867128256,17.497144033014774
110105,51.957839234636566,37.1443988559118,31.179438927584393,26.992237734047198,25.362111596456934,23.899910579262215,22.54568419426963,19.66529772821165
110106,44.97187163420067,32.25357229519603,27.11019330122697,23.4896338943675,22.085381698474784,20.807163150387726,19.61396906266028,17.078615091434905
110107,39.774072201545934,28.784035221746507,24.128022299041486,20.706884742991576,19.082692567877572,17.554992709094527,16.145063469409934,13.975441932041345
110108,41.08030580971842,29.66898466219263,24.890618864964264,21.40668080913883,19.814927728780326,18.3281687426743,16.950665643282086,14.693373037637604
110109,28.905471763516545,21.35422954376272,17.93495330660415,15.332134022833348,13.945216095668792,12.608463072519992,11.307433057107255,9.700982296150762
110111,34.2711949870867,25.106869847871998,21.06998311830902,18.080980010451942,16.630358672845652,15.225890535510029,13.849191984767218,11.858492633589906
110112,54.03486233568914,39.37950972682207,33.82244162396209,29.836896516680312,28.74547956904322,27.7828424164178,26.774847104210767,23.465100765288444
110113,51.57275523514604,37.45508238552156,31.916166193887136,27.863825316369493,26.339620528184213,24.882587482632445,23.587514565834468,20.509945856048066
110114,36.96720553123322,26.79758913731039,22.685875406154153,19.689748886755424,18.428755343604788,17.235279320877357,16.152387824760297,14.077894235233211
110115,49.83144684593743,35.772111052123066,30.315714860273495,26.57664874702673,25.488077341421537,24.548101399847667,23.60547082614292,20.63136981669317
110116,32.184787460071,23.820039018500665,20.420627409667844,17.82197199569892,16.60595162612934,15.436197420006009,14.374121336397854,12.57132154816771
110117,45.64549664029476,34.000678812039354,29.172767872989127,25.429426822562647,23.77635675008639,22.13536667253959,20.54697402985559,17.68680953110562
110118,35.57641046545476,26.36436071759515,22.524692337819868,19.572965287651428,18.146008837631303,16.74092762900005,15.424084530202705,13.293338871285972
110119,29.3633598841724,21.878167236235253,18.687072403322365,16.21652749180574,14.951554359157468,13.725525928598472,12.551744989221593,10.942987470214602
120101,40.904066693946106,31.859768819155754,28.648907922065415,25.721038729523958,25.30067104803373,25.03746445832187,24.387843114056004,21.585778505508213
120102,42.56567507949593,33.324058231915515,30.15305195948849,27.381171522728383,27.34727691469127,27.510171463064953,27.11758387660327,24.19939606140737
120103,39.390160956774665,30.67735648236862,27.6053607402599,24.80323734267117,24.425029042730593,24.199342971958526,23.59655716059959,20.90230923221536
120104,43.45266451313072,33.94244024198349,30.625334228445958,27.67395944508243,27.45915248481107,27.42961420229036,26.8997972782344,23.922157766829894
120105,43.45446425028589,34.058426479444115,30.853664354428837,28.084140103266126,28.138175302771128,28.401460686666244,28.062209702517908,25.08173417206767
120106,43.90807655788448,34.35498678161673,31.061671579210724,28.17213505506516,28.092380281752103,28.211821908493565,27.774068122448988,24.76435765877162
120110,42.15470701281882,33.01207211793284,29.588718622895676,26.609204802747215,26.123405596464195,25.818229132183085,25.034250278818565,22.13202616497535
120111,42.835668317936374,33.252388672162006,29.78395277387092,26.753926577623762,26.33215605801961,26.065229571360323,25.356453562868307,22.39198916152924
120112,38.40357958440156,29.940709023474387,26.690004003179826,23.760604533179407,23.008260788317116,22.39763890477201,21.46427507622853,18.821346414541406
120113,46.29438281964419,36.196163537917535,32.70630467525901,29.776356549878884,29.83682040207075,30.109722523050074,29.72547244111152,26.53241231327186
120114,49.18366167342825,37.76949379923137,33.73193996793057,30.49399011089377,30.282253160454907,30.247788789849285,29.69196790974978,26.35509431253287
120115,45.79844278351582,35.57369082586141,31.8056011863899,28.717515746777018,28.351258733005995,28.100946654190402,27.334254697524933,24.223832470776525
120116,29.977331033002052,23.301888943167565,20.392098589811347,17.914823336244382,16.91427810872951,15.992323885094283,14.833640530135602,12.73378515608915
120117,41.04351704735953,32.06322523433215,28.60956928099019,25.683818269024144,25.09247075877778,24.60050622569044,23.656578109584434,20.795928276571498
120118,43.3916114289875,33.455488118322485,29.50192850208988,26.183191149547763,25.291218690790558,24.509731569739227,23.298303794411773,20.216843841759047
120119,44.49354257318394,33.999759805210914,29.454155073976185,25.729331271215937,24.09216989423653,22.43964462903206,20.665012709308648,17.739756144084165
130102,52.44422839961636,39.5543528147484,33.13190668892101,27.725331520489906,24.366836208839924,20.846751546315414,17.361208144932583,13.580101864849587
130104,50.72454303323404,38.78770083161795,32.22912545857362,26.610950790474952,22.96338276275216,19.26501654729452,15.708078292624588,12.402119035916778
130105,53.60737701986475,40.91510641912348,34.03685286698276,28.1562017420111,24.361059469719464,20.4945692953998,16.76113590764128,13.21250629038571
130107,43.84640424153576,33.30336430921947,27.67297945871745,22.928147704307346,19.881298790892508,16.802065776798823,13.845802204494607,11.11650209451375
130108,51.291501639967095,38.665427094942906,32.39758823816091,27.125991917636295,23.85710573604662,20.426739953968625,17.02539488224134,13.31092412365626
130109,56.03718617325322,41.98957953821396,35.184800234922335,29.577165667324845,26.172925224841272,22.581422266296062,18.957187088140078,14.763104642326605
130110,50.69248559716635,38.68568076007445,32.1058748480392,26.52132166612092,22.90781339989405,19.254376855353787,15.738140792324119,12.46985647141661
130111,49.8769036505914,37.44835038811599,31.387067045993266,26.352409082079586,23.263950458380524,20.013874776010045,16.778194978525164,13.078242600743529
130121,42.19378336118237,31.86003889147248,26.437180691597607,21.923047890244618,19.038732194743268,16.124309482881703,13.329658665843324,10.668883771705252
130123,55.88767030576595,42.159852651373974,35.18510144725782,29.39297403777571,25.8095450192826,22.084330007746885,18.398090428522192,14.474631097763096
130125,40.977312414940094,30.71730464062463,25.558552648866037,21.477093716818977,19.05404062098835,16.56522087335587,14.048075915909791,11.274462286050188
130126,39.49146681967474,29.876579829098947,24.862525349943382,20.795772548552176,18.288508112858924,15.765939213346497,13.278749772133764,10.778006074729088
130127,45.7667020228511,34.22980672855899,28.601926645700715,24.011039836066107,21.209805795264575,18.301123331740865,15.364525306131508,11.916225812008248
130128,56.07877576181332,41.83309356052586,35.01790254950524,29.529571769596785,26.260329658233967,22.82388175131524,19.244099370992352,14.860531765949226
130129,38.21603296381152,28.506865970467867,23.644883451968038,19.721663424054253,17.27601585546585,14.808976729553036,12.385037675279465,9.803945844900122
130130,58.23145961334562,43.5445479267964,36.47061851558857,30.69031259338217,27.217040166182993,23.549046171195577,19.81360709868413,15.402773317601344
130131,36.073093051489415,27.24452363054865,22.67537497342993,18.950194960701946,16.625690288051988,14.31073720290418,12.065619845081857,9.876623795387237
130132,43.82757030335891,32.840281265682435,27.3449806763001,22.858451374846194,20.067125330932445,17.18799914984786,14.353254001037948,11.30321480606166
130133,51.22351891586224,38.28898332064097,32.07929771763007,27.001112753062106,23.907195365540076,20.663663773236376,17.361880124776523,13.420235577268787
130181,53.06792550550958,39.600134829618554,33.1146034270862,27.88326743223468,24.693291966216844,21.39518476412225,17.918041460744107,13.711574379351598
130183,54.900545325371766,40.95036869183116,34.326516246850076,28.958036104953717,25.72521709781394,22.32588170060896,18.800735840340863,14.471065872080928
130184,52.78389081844414,39.37047287772154,32.77999287133972,27.549923354983967,24.476330654035745,21.24231205119725,17.953628166231887,14.11975525488215
130202,40.88373183485583,31.53622326654927,27.288190541071437,23.2378948963505,20.801397376648374,18.10597466481875,15.574040549421973,12.583586157282724
130203,43.60276379036581,33.636126620279626,29.10901173696123,24.79438348946506,22.20237817548725,19.33338279835165,16.63553830819587,13.448341707954654
130204,50.606109763715885,38.87066951705259,33.57321110207196,28.60671200614361,25.589956828557185,22.244536578927406,19.1142090663518,15.406000000174913
130205,49.344404864637816,38.052873081213804,32.920212758077334,28.066267750197895,25.131569096813465,21.87232415500569,18.81504484398724,15.215283518458065
130207,37.79232624193181,29.17646275023629,25.28165038216181,21.7518887166594,19.816325676196254,17.759702897333916,15.682165590949264,12.964776072430235
130208,43.66314123756442,33.68744832330827,29.11141766163069,24.929173009834685,22.503786360921136,19.851089907016085,17.28941782158926,14.160206475041964
130209,24.98599729045248,19.225889253965445,16.4807620912748,14.067796479154989,12.652752886792094,11.191094221290854,9.691884319797463,7.916210323466574
130224,33.35110090407043,25.577299648689426,21.901099551619353,18.639917063699,16.677839764469795,14.611824289913097,12.546870165909871,10.155457332789423
130225,25.74074205178105,19.7135462237221,16.799990796041257,14.270144031060067,12.736696842644854,11.15016298267804,9.535617910860342,7.739337443776057
130227,42.10433845513019,32.08428461360372,27.245181326903488,23.08939717481981,20.5835726847854,17.90599913922541,15.426447043901772,12.619213108639661
130229,42.492070496388486,32.71673793705969,28.36944908133653,24.6421968606305,22.836581303970235,20.936023461616283,18.92252478906928,15.95571138144696
