mcode_county,SSP245_2025,SSP245_2030,SSP245_2035,SSP245_2040,SSP245_2045,SSP245_2050,SSP245_2055,SSP245_2060
110101,87.44265710360384,71.94223968231516,72.51899478206896,70.14301098601459,66.49346276766632,60.32737410101172,60.56652287653048,58.48353777062403
110102,83.60109309284654,68.79308858342365,69.28205328640873,66.99030531579501,63.501371613920554,57.63413645347504,57.855097530557686,55.870916605077376
110105,93.6817464534927,77.04218277580745,77.91848429742927,75.43997906204022,71.53793053876993,64.7979303003864,65.19758727336963,62.94935293806866
110106,79.97464853360376,65.88530811978453,66.54989187928246,64.38666236088845,61.047021396549056,55.3236651659012,55.72199723539436,53.815764825459894
110107,65.46945140198488,53.874270755428185,53.9049008765286,51.992508363005186,49.259017623352705,44.81978993455022,44.965560742665645,43.46212143695521
110108,69.053591554509,56.847212167421795,57.03626046301313,55.06751020400617,52.184388384402006,47.43493347766529,47.61401928634992,46.008645674784134
110109,43.268639647918505,35.8232944936706,35.30406448037764,33.885175134168506,32.07430567933665,29.410008633199965,29.506028162990567,28.63215072560616
110111,52.97309132783671,43.81272345302951,43.45241911526561,41.74587757658514,39.47517827733881,36.016137562265925,36.208937881455896,35.064544412534545
110112,96.29776180634494,80.26553100590748,81.54987560824348,79.10052235527007,75.12119774247729,68.12245929084759,69.33142582151471,67.1043636977629
110113,89.65447817785952,74.61154901392052,75.52445238830781,73.13770919084689,69.4072316147587,63.04463196081945,63.688954881403454,61.525567654387544
110114,63.43318062176208,52.41483667892364,52.7873161594695,51.0206556688958,48.3888881646723,43.990570870447165,44.32854007949392,42.85205574426692
110115,92.54087872875327,76.50554870153206,77.72630796096567,75.32199526349468,71.44507734999493,64.59067373183998,65.48236410757802,63.26445768226304
110116,52.24919624179311,43.56615955954818,43.60981258014917,42.10648941156023,39.99936055809705,36.60452399841146,36.94370446522213,35.79146374706654
110117,72.8842016369298,61.585227742312,61.717319436441166,59.692047481650334,56.75503509892094,52.05730955057546,52.718622479167216,51.15862813209063
110118,57.09420486125029,47.948031581647,47.895740117401,46.290846136966096,44.020198578066626,40.42526229760777,40.834620924229775,39.63201263494172
110119,45.1175002667075,37.579284056201324,37.26968802222936,35.851334068149356,33.99234585606667,31.18903451710883,31.4330080150631,30.50570760165174
120101,53.000938535716436,46.23958480129503,46.52953524328258,45.46284450243597,43.53887054691576,40.565941237096915,42.57697152372909,42.01319731686213
