mcode_county,his_2015,his_2016,his_2017,his_2018,his_2019,his_2020
110101,79.36849315068493,71.43698630136986,61.76849315068493,50.65068493150685,43.3027397260274,43.275342465753425
110102,77.4,70.06575342465753,60.2527397260274,49.77465753424657,42.55205479452055,41.52191780821918
110105,82.86975763962064,72.87987355110643,64.27439409905169,51.72750263435195,44.94541622760803,46.273340358271845
110106,75.47422166874222,67.57160647571604,58.705105853051045,48.59427148194273,42.57534246575341,41.85354919053552
110107,69.638904109589,63.214246575342486,54.89041095890409,46.20164383561649,40.26630136986302,38.69972602739724
110108,69.54141201264494,62.20000000000001,53.906638566912534,45.593888303477364,39.423182297154895,38.87881981032666
110109,53.205921343349566,47.463632346442736,43.285108263367235,37.218205921343326,32.93937251436148,33.0646045072912
110111,62.35721192586623,54.438033843674454,47.759790491539064,43.00265914585015,38.13529411764706,35.57252215954873
110112,92.29935111751979,79.76308579668346,69.4076423936554,54.301658255227146,46.01788031723143,50.46416726748379
110113,87.02513400833836,74.5801072066706,67.57855866587256,53.82275163787969,46.71637879690287,42.24300178677784
110114,63.46164383561647,55.77661448140899,50.383757338551824,42.09275929549899,35.790704500978464,36.08913894324854
110115,84.58199608610572,73.53372472276578,62.68219178082193,53.054272667971254,45.065883887801725,46.59856490541418
110116,56.012589693411606,49.256164383561675,47.88277886497067,39.16118721461186,32.11056751467711,30.251728636660104
110117,80.91059841384283,68.84844989185287,63.50050468637349,52.03777937995673,45.688103821196805,38.395818312905554
110118,63.207550952221894,53.47931840962245,50.79278316070832,42.398529903107274,35.912195121951214,32.39331774139661
110119,52.460792299148444,47.42073306182896,46.1794890781192,37.253165494261395,30.88100703443167,30.465235098111833
120101,79.11232876712329,73.28219178082192,67.17534246575343,54.66575342465753,50.989041095890414,49.657534246575345
120102,82.38630136986302,75.13219178082191,66.79794520547945,55.25068493150685,51.67054794520548,49.79383561643836
120103,76.16849315068494,70.98287671232876,64.7431506849315,53.89041095890411,50.58698630136986,50.84109589041096
120104,84.00273972602737,76.1315068493151,67.92420091324203,55.354337899543374,51.39360730593613,49.13972602739729
120105,84.1826484018265,76.30776255707765,67.43561643835619,55.625570776255714,51.8246575342466,49.34977168949775
120106,84.96438356164384,76.68493150684931,68.07945205479452,55.574657534246576,51.554794520547944,49.19931506849315
120110,80.53059360730589,74.09360730593609,65.74817351598172,55.9684931506849,52.75981735159816,50.0490867579909
120111,82.48299758259465,73.98404512489925,64.68831587429491,54.49879129734084,50.43722804190172,51.01450443190977
120112,73.27017913593254,68.20547945205482,61.582929399367714,53.01201264488936,50.16733403582718,50.851633298208675
120113,88.96555772994127,78.75440313111545,66.94207436399218,56.19843444227001,51.513894324853226,48.97945205479449
120114,91.79780821917804,79.09926940639272,66.71744292237437,55.77780821917807,49.18904109589038,49.0049315068493
120115,86.18011489173665,75.66168802474596,64.6596553247901,55.241537781705745,49.32699955810872,46.57843570481659
120116,57.11883561643834,52.84069634703196,47.235331050228304,41.884417808219155,40.193721461187195,39.89355022831048
120117,78.66728767123284,71.44909589041099,61.71189041095892,53.572602739726015,49.68208219178083,46.69172602739725
120118,83.86237442922378,74.32767123287672,63.624748858447525,54.9583561643836,50.08575342465751,50.540456621004545
120119,81.48984411903638,70.13018422295698,62.48776570618795,54.126877657061854,47.96542276806797,43.57949929145012
130102,99.04337899543377,85.18082191780825,82.97716894977172,71.99497716894979,63.4365296803653,62.52694063926943
130104,90.2529680365297,82.41369863013699,78.2867579908676,68.68127853881273,59.884018264840236,57.23470319634703
130105,96.23835616438357,83.57579908675801,81.68675799086752,72.52465753424657,62.89086757990862,58.38127853881285
130107,78.59246575342466,68.3890410958904,67.11849315068493,58.63356164383562,54.8,50.13082191780822
130108,97.06369863013698,85.20068493150686,81.9904109589041,70.84520547945205,62.55958904109589,62.37602739726027
130109,109.91369863013699,88.99101978691019,86.75738203957387,77.19147640791475,68.66347031963475,64.05053272450532
130110,90.94684931506849,78.58118721461197,76.07671232876719,67.7592694063927,59.760182648401845,56.175707762557074
130111,97.05977584059772,82.51980074719799,80.57584059775837,69.86824408468244,62.48642590286432,62.19626400996267
130121,77.13729071537288,65.93282597666159,63.80466768137998,56.0491121258244,51.88117706747846,50.26971080669705
130123,106.00159817351609,87.54041095890408,86.10502283105015,77.48378995433798,67.94908675799088,60.351826484018275
130125,80.67589041095894,66.20972602739728,63.691506849315054,61.62767123287672,55.91904109589044,47.75671232876714
130126,74.33382507903062,62.73709167544783,61.56132771338254,56.997681770284515,51.074815595363546,45.29863013698631
130127,91.66183953033266,77.36007827788652,77.53816046966725,67.98395303326812,61.625048923679095,59.89432485322892
130128,113.43643835616429,92.72410958904115,83.78794520547947,75.91424657534253,68.30821917808211,61.500821917808175
130129,74.67287671232879,63.581643835616454,60.63589041095889,54.468904109589,50.44082191780822,49.40808219178079
130130,115.60097847358124,92.75636007827785,89.0557729941291,80.4446183953033,71.8481409001957,63.42211350293539
130131,66.78307458143065,57.753242009132435,57.949954337899605,52.430197869102045,46.82423135464232,42.21211567732117
130132,84.38884540117414,72.16555772994124,68.9818003913895,61.66164383561646,56.16027397260272,54.72191780821914
130133,102.3668188736682,83.48127853881275,80.60517503805178,71.76057838660579,64.19680365296801,63.67366818873672
130181,107.20405002977955,91.56140559857064,78.77772483621202,69.95938058368078,63.85467540202505,61.29958308516973
130183,111.09041095890419,91.01073059360732,85.01141552511415,75.74520547945211,67.48607305936075,63.56324200913246
130184,105.92307692307702,86.38356164383569,82.36332982086408,76.5005268703899,68.30958904109589,56.82444678609065
130202,74.92712328767124,69.43178082191785,62.37479452054792,54.81534246575342,49.321095890411,50.675068493150675
130203,80.10465753424664,73.03780821917807,66.26191780821915,57.787397260274,51.50849315068493,52.244383561643836
130204,95.01582952815836,82.49802130898026,75.53607305936073,66.76103500761043,58.962252663622564,49.761643835616425
130205,91.89965753424657,80.95513698630137,74.09280821917808,65.35034246575343,57.70205479452055,51.09554794520548
130207,70.9095006628369,65.16394167034903,58.135660627485656,52.19734865223157,48.2336721166593,47.31498011489178
130208,82.11385083713854,71.3925925925926,64.41420598680871,57.523084728564214,51.86991374936584,46.82739726027401
130209,47.46376948512044,43.101180916391115,38.54444969296172,36.77600377893246,36.080018894662246,36.18686820973076
130224,64.1435994331601,57.95304676428907,51.776476145488914,48.4007557864903,45.73651393481341,43.19744922059519
130225,49.939269406392654,44.612511415525134,40.79552511415524,38.309041095890386,37.29269406392692,34.936073059360744
130227,78.16731898238747,65.64960861056748,61.774657534246586,53.294618395303324,46.75870841487285,39.35538160469665
130229,79.86563926940647,70.03698630136984,62.011986301369795,54.83344748858449,49.680022831050245,45.74486301369863
130281,78.72485322896279,67.20117416829748,62.40264187866921,54.58806262230923,48.71585127201559,43.359491193737774
130283,93.66611078022632,77.02167957117328,70.0102441929719,60.887313877307875,53.98832638475283,43.092078618225145
130284,91.23287671232876,77.55517808219182,70.52832876712334,62.296657534246584,55.753643835616494,47.32679452054797
130302,58.872386445566015,50.50295602018744,47.19379956741168,41.59985580389332,39.55948089401588,32.02436914203317
130303,56.034050880626225,48.76086105675148,45.93424657534248,41.139334637964765,39.700587084148715,32.012133072407025
130304,61.93652968036528,54.02648401826483,50.67168949771694,44.54840182648407,43.253881278538806,36.484018264840174
130306,68.70661107802262,58.076474091721224,53.994877903514,46.639309112567005,44.09946396664686,35.1820131030375
130321,70.0957436399217,58.26697651663409,54.4376712328767,46.95998043052839,41.35518590998046,32.13209393346377
130322,64.27271689497715,56.10251141552515,52.619977168949745,46.04988584474886,43.05296803652967,36.52522831050229
130324,88.97620764239362,74.44945926459988,67.88795962509013,58.62004325883198,52.67974044700791,38.65090122566691
130402,97.75671232876705,82.15095890410956,81.20465753424659,72.09835616438357,65.9643835616438,58.65068493150686
130403,104.49688667496886,86.14694894146945,82.02515566625162,75.28044831880446,67.82017434620174,59.239850560398516
130404,99.33211567732117,81.29284627092852,80.5062404870624,72.18143074581431,66.16955859969559,55.964383561643814
130406,91.9394769613947,73.77085927770855,72.8246575342465,65.94445828144454,61.93325031133246,54.425155666251534
130407,106.73995433789959,86.90502283105019,79.14269406392697,74.75205479452048,67.06278538812788,61.10342465753427
130408,103.68493150684938,84.37260273972603,80.33987823439877,73.78660578386608,66.12496194824963,57.392694063926996
130423,94.97290715372915,78.54961948249611,74.2821917808219,69.19010654490106,63.85296803652964,59.56103500761035
130424,100.81849315068497,82.99132420091325,76.71301369863015,71.71552511415527,65.3116438356165,61.02694063926941
130425,103.55151876116733,83.38379988088138,73.70125074449074,67.56902918403819,62.457057772483644,56.18165574746877
130426,75.18479893946089,65.29721608484311,62.06813963764912,57.75315952275741,53.74944763588159,42.140433053468826
130427,90.19488584474884,74.40986301369867,73.2279452054794,64.97899543378995,60.669589041095975,53.36219178082189
130430,105.46986301369857,87.49977168949773,76.80890410958908,69.3817351598174,63.34497716894975,56.354566210045625
130431,105.63113325031144,86.40896637608968,79.48767123287672,74.12851805728519,65.38032378580316,58.103113325031174
130432,105.85013698630138,84.50383561643835,75.46767123287671,70.1383561643835,64.29835616438355,58.29616438356159
130433,105.15232876712332,86.03616438356164,75.17168949771691,67.49296803652969,62.378630136986295,55.42191780821913
130434,97.91430745814309,79.2643835616438,71.2441400304414,68.18188736681887,62.77077625570776,60.067123287671244
130435,107.13972602739722,87.37985495568091,78.18855761482679,72.5081385979049,65.06220789685739,57.70233682514099
130481,81.96059629331182,68.71595487510069,66.18896051571319,61.36929895245775,56.01925866236906,46.49935535858175
130502,94.03105022831053,80.02557077625569,79.46940639269405,68.39634703196346,61.48310502283105,55.23926940639271
130503,91.3917808219178,76.48972602739725,75.16027397260274,66.60479452054794,60.22260273972603,51.9486301369863
130521,73.9733279613215,63.21418211120062,61.00402900886378,55.31321514907334,50.36148267526191,44.384609186140196
130522,80.06849315068496,68.01963470319635,65.48888888888881,58.80076103500763,53.69543378995432,51.08203957382039
130523,77.10800288392218,65.35775054073542,63.65565969718819,56.7387166546503,51.82537851478006,47.719250180245155
130524,93.76316590563165,77.41491628614912,77.17929984779305,68.779604261796,61.897108066971086,59.50106544901069
130525,96.79657534246576,80.53116438356165,77.02756849315068,69.54469178082192,61.514897260273976,58.105479452054794
130526,99.28986301369866,82.63397260273969,80.16630136986299,71.93753424657537,63.83260273972599,57.52465753424654
130527,101.21892901618928,83.67696139476963,80.12154420921549,72.3843088418431,64.4503113325031,57.83212951432132
130528,101.33936867182845,85.04812388326381,76.0525312686123,68.84538415723647,61.28171530673017,61.762477665276975
130529,100.9389954337899,85.55981735159816,75.88255707762552,69.46246575342472,61.79762557077625,58.59561643835614
130530,101.17907845579079,86.91033623910342,73.48642590286426,65.01668742216685,59.350186799501856,59.75193026151932
130531,102.80393835616438,87.90034246575343,76.36369863013698,68.11592465753425,62.28681506849315,57.770890410958906
130532,103.62164383561638,87.50109589041105,78.52657534246576,72.11726027397262,63.479178082191865,57.48164383561646
130533,102.49602087410308,88.39099804305283,75.64344422700596,66.02452707110243,61.014872798434475,55.50893672537507
130534,101.72434141201265,87.6602739726027,74.93719704952584,64.11865121180193,59.46512118018966,51.91148577449948
130535,102.81712328767125,87.84840182648396,75.89908675799091,65.48082191780826,60.60319634703194,53.09406392694061
130581,101.27354001441962,87.34174477289116,74.50324441240085,64.27397260273972,59.331795241528496,55.59480894015859
130582,86.43525908278731,72.41786777843951,69.37855866587256,62.755092316855304,57.147587849910686,49.2227516378797
130602,91.97705479452055,74.94075342465753,66.44657534246575,61.679794520547944,53.58082191780822,49.15513698630137
130606,95.61095890410952,77.47853881278537,68.62054794520546,63.47945205479449,54.76940639269403,53.82785388127855
130607,83.26262230919768,67.9894324853229,61.66431833007171,58.64579256360076,52.56581865622965,45.008741030658854
130608,106.18569254185691,85.7913242009132,76.00030441400301,69.46773211567724,60.658447488584464,55.58477929984775
130609,92.22983257229833,74.67458143074573,65.13668188736682,61.42237442922369,53.263165905631666,47.42891933028921
130623,57.712847093669055,50.74039244724175,46.96853017400956,41.88071084783414,37.23198815253613,34.78667160310993
130624,50.42782984859413,44.912184571016574,45.539942321557284,42.5645998558039,37.73821196827684,36.39552992069216
130626,89.87962328767124,74.14828767123288,63.4916095890411,60.265239726027396,51.87928082191781,46.75376712328767
130627,71.57457191780821,58.49691780821918,55.112671232876714,55.1535102739726,50.433304794520545,43.886558219178085
130628,108.40109589041103,91.07269406392686,77.2129680365296,68.86557077625568,59.98757990867581,57.93333333333339
130629,102.37260273972593,84.85596868884538,70.91585127201563,64.99804305283763,55.26497064579255,50.85870841487282
130630,46.73648816936487,41.87490660024909,42.69607721046078,39.2654420921544,34.74364881693649,33.53935242839352
130631,101.72075869336143,81.3355110642782,74.5466807165437,71.6535300316122,64.67629083245522,52.1157007376185
130632,111.56146118721462,91.85698630136993,78.22520547945204,70.42009132420094,59.91945205479448,56.08694063926941
130633,61.64597974985112,52.81804645622393,48.900893388921986,45.70184633710542,41.12549136390708,37.9005360333532
130634,74.21858248957709,60.67218582489574,57.78844550327576,57.949851101846306,53.022989874925564,46.54889815366293
130635,106.86611872146118,88.85022831050226,74.97461187214618,67.43013698630135,59.540091324200866,58.64401826484017
130636,78.80593607305933,64.05738203957381,59.08721461187212,57.84779299847792,52.637595129376,44.3290715372907
130637,107.84840182648396,87.92420091324202,75.10684931506847,68.86986301369863,61.31643835616441,57.7504566210046
130638,99.91956947162429,85.37103718199604,69.52113502935421,62.95009784735811,53.58434442270055,51.7892367906066
130681,80.11619661563255,68.32280419016924,57.0818694601128,53.37775987107171,45.985656728444795,42.13231265108785
130682,106.04342973110091,85.4059868087266,79.00101471334354,74.52004058853373,67.28828006088277,55.6499238964993
130683,110.31991570073758,89.63835616438352,78.3388830347735,72.22339304531089,64.59768177028447,58.35742887249736
130684,90.59741248097419,76.81582952815825,63.33470319634708,59.07579908675798,50.263622526636254,47.055555555555564
130702,43.04155251141553,40.86643835616437,37.1698630136986,33.525799086758,29.476712328767125,26.67511415525113
130703,41.236834094368334,39.80791476407915,36.08188736681886,32.90015220700154,29.52267884322679,28.09558599695583
130705,43.851388374676034,41.57126990003704,37.62369492780454,34.453091447612,30.658274713069236,29.660940392447248
130706,46.83486924034872,43.63188044831877,39.482440846824396,35.744707347447054,31.970112079701124,30.968368617683666
130708,39.747162426614494,38.024787997390746,34.11754729288979,31.142204827136368,27.249706457925626,27.344422700587085
130709,38.01496825927166,36.155095222185096,33.040828600066824,29.78362846642163,25.90952221850985,24.758904109589015
130722,35.457103718199626,32.964931506849325,29.62982387475538,27.109354207436407,24.19600782778867,25.09225048923679
130723,33.031274231067464,29.321685189971557,25.74339622641508,23.870457482553643,21.960506590850347,24.873507366244496
130724,33.04340073929115,30.58764948901935,27.182778864970647,25.33320287018919,22.499282452707117,23.9110241356817
130725,37.57444907683147,34.81292435973789,31.438296605122108,27.813281715306697,25.264085765336514,26.956938653960684
130726,42.34284179425195,39.4474348643567,39.208380338436704,35.99919419822727,31.885737308622062,31.033199033037892
130727,42.212365790448004,39.043021103295075,37.435098111810426,34.76630877452796,31.11106997408369,31.403998519066995
130728,41.556763698630135,39.17525684931507,35.711643835616435,32.61720890410959,28.680222602739725,29.230821917808218
130730,48.6030718140307,43.84242424242423,40.23295973432958,35.41784973017853,31.330593607305936,32.13366542133665
130731,45.118150684931514,41.32676940639272,39.00582191780824,34.659303652968056,31.34583333333331,31.42043378995434
130732,37.864671063757804,36.43196347031965,36.305090478606466,31.29308303737527,25.559851175376288,25.338643666497553
130802,52.9608828006089,46.842922374429214,43.95692541856927,39.29999999999999,32.28006088280061,31.027701674276987
130803,49.52583170254401,43.96262230919765,40.31056751467707,37.47671232876709,31.328962818003916,30.881604696673193
130804,58.36678082191781,50.329109589041096,48.0736301369863,41.4722602739726,34.88972602739726,34.20445205479452
130821,51.25649237893108,45.45892340343429,43.41423885780434,38.99347868030093,31.71927455141811,29.368821146054444
130822,63.2897024090695,54.22078412848372,51.79022201228152,44.205196032120924,37.40807746811526,35.337789324515796
130824,47.852353673723535,41.79183063511833,39.416338729763375,36.408667496886665,29.311133250311325,28.814694894146974
130825,36.071232876712315,34.045923026744966,33.80505544683626,31.817906066536214,24.754729288975884,24.149021526418775
130826,34.3049049933716,32.56385329209013,32.072956252761784,28.767565178965963,23.16794078656653,23.900972160848443
130827,62.56564805057962,54.182086406743956,51.36248682824022,44.234070951879154,37.50769230769229,31.76529680365297
130828,28.63001150266655,27.726738471191055,26.578542298441896,26.063996653769745,21.36124647077276,21.29367353341002
130881,50.48801992528021,45.2934495641345,42.42102117061019,38.93016189290161,32.0246077210461,28.38221668742215
130902,84.2458904109589,75.01164383561644,65.35068493150685,56.91917808219178,50.942465753424656,49.23698630136986
130903,82.05095890410956,74.03342465753427,65.42027397260281,57.11835616438354,50.42356164383559,49.75616438356161
130921,84.8487279843444,75.76330724070449,65.3367906066536,57.10244618395307,50.80195694716249,49.04070450097852
130922,84.54311806914545,75.01174168297456,64.53020221787344,56.73137638617087,50.6405740378343,50.38617090671883
130923,89.31269406392688,78.1042922374429,67.11269406392687,57.42484018264843,51.481643835616424,47.07123287671233
130924,68.66387887527041,61.85392934390774,54.65825522710884,47.49228550829126,45.554145638067794,39.749963950973346
130925,84.06340508806262,73.91963470319637,64.59099804305285,54.5705153294194,50.15407697325507,44.63561643835619
130926,101.81867995018675,87.67521793275222,73.60174346201741,65.65977584059776,58.668991282689916,56.63262764632628
130927,86.51917808219181,76.3692541856926,65.78432267884321,56.398325722983195,50.26484018264834,47.14079147640794
130928,93.34344422700588,80.287866927593,68.66125244618404,58.45675146771043,53.243444227005895,47.83150684931507
130929,94.49566210045661,82.93470319634706,69.0812785388128,61.322146118721456,55.08926940639268,53.44680365296799
130930,82.69611872146122,73.56187214611873,64.00296803652965,54.82442922374432,50.134246575342445,45.437214611872136
130981,89.9908675799087,79.53744292237435,67.2805936073059,58.721347031963475,52.91769406392689,50.49109589041096
130982,102.71637312459234,87.95512067840832,73.34938030006523,65.42270058708417,56.863013698630134,55.30528375733859
130983,58.71410588670865,53.88426508700479,47.993187708256194,42.086116253239574,39.40762680488704,36.21651240281377
130984,94.60465753424653,82.41132420091326,68.86694063926937,61.71114155251137,54.52703196347031,53.70621004566205
131002,91.65518590998046,78.34461839530327,66.08140900195693,55.85283757338548,48.92974559686891,49.40019569471621
131003,90.02986301369862,76.46273972602741,65.43945205479453,55.18575342465757,46.725479452054785,49.68794520547948
131022,89.6077865897621,77.5129055515502,63.38211968276855,56.571016582552275,47.4990627253064,47.41153568853645
131023,92.28219178082192,79.36301369863014,65.54006849315068,56.550513698630134,49.14280821917808,49.678424657534244
131024,92.10010537407797,79.16902002107486,66.56080084299269,54.886828240252854,46.533825079030564,48.099051633298195
131025,88.7852576647097,77.67775603392042,64.26314416177432,56.912459230267466,50.786692759295484,51.39204174820616
131026,94.46836861768367,81.86650062266504,67.20660024906603,59.271855541718566,52.22067247820676,52.24557907845576
131028,92.16958904109583,79.12219178082185,67.52136986301366,53.81369863013695,45.361095890410965,48.32465753424656
131081,93.46562296151332,81.1530332681018,66.72172211350293,58.096020874103104,51.27162426614482,51.10358773646443
131082,90.47022350396543,77.5668348954578,68.09689978370588,55.46214852198991,47.714203316510435,45.00720980533526
131102,100.13072407045011,87.67377690802353,72.82113502935427,62.67553816046964,58.08571428571428,55.53307240704499
131103,101.2328767123288,87.39921722113502,73.02870189171553,63.29132420091323,58.36621004566207,57.52811480756687
131121,99.4249315068493,86.39219178082192,72.2738356164383,61.14205479452051,56.665068493150706,52.84931506849315
131122,96.38794520547948,85.06931506849313,70.12972602739734,60.1382191780822,55.900410958904125,52.09945205479447
131123,97.64707347447074,86.1673723536737,71.02789539227894,61.79676214196762,56.89265255292655,53.61718555417187
131124,103.35009784735803,89.52152641878669,73.96692759295496,64.92426614481411,59.1178082191781,56.266927592955035
131125,110.03679060665353,92.92583170254413,78.22739726027399,70.04931506849316,63.39530332681016,58.77240704500981
131126,97.76986301369865,84.94578226387885,71.28103821196824,60.61240086517663,55.88911319394374,50.674981975486645
131127,93.81152968036534,81.49349315068493,68.54315068493148,58.39246575342466,53.771803652968075,49.868721461187214
131128,91.14246575342466,80.36335616438356,67.78818493150685,58.41900684931507,53.57654109589041,49.39041095890411
131182,104.67579908675796,91.13992897006591,75.21014713343477,65.59685438863522,60.699036022323675,57.28858447488587
140105,75.11755915317549,68.36587795765881,69.99327521793269,58.65006226650065,54.430386052303916,54.735242839352445
140106,79.68727984344426,71.80782778864977,73.84579256360081,59.494324853229045,55.40939334637969,54.32915851272016
140107,83.98721461187219,73.67534246575349,75.67990867579914,60.10867579908677,55.63105022831053,53.883561643835634
140108,65.4268493150685,55.805205479452006,58.63397260273972,48.51999999999999,45.14000000000003,45.37424657534244
140109,62.53321917808219,55.07979452054794,57.45308219178082,48.6527397260274,45.73219178082192,43.300342465753424
140110,68.55694716242661,62.70684931506846,63.52446183953033,54.14833659491194,50.54481409001956,48.67945205479454
140121,71.72012644889364,63.52160168598523,63.839199157007414,55.16628029504752,50.470389884088526,50.34330874604851
140122,68.8839291680588,59.871099231540306,63.19786167724698,49.793518209154705,45.18830604744408,41.300968927497486
140123,44.29898749255507,40.01822513400838,39.237045860631326,35.672424061941605,33.70863609291246,35.38975580702802
140181,51.92977168949769,44.91287671232876,45.56456621004565,39.55662100456618,36.47242009132421,37.07159817351598
